work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,2,2,140,64000,91,0,86,1
2025,0,2,4,29292,8,0,8,1
2025,0,2,4,29292,8,0,8,1
2025,3,2,197,145000,91,0,86,1
2025,3,2,197,120000,91,0,86,1
2025,2,2,88,113100,13,0,12,1
2025,2,2,88,60900,13,0,12,1
2025,3,2,109,212220,91,100,86,1
2025,3,2,109,129690,91,100,86,1
2025,3,2,218,265080,91,0,86,1
2025,3,2,218,176720,91,0,86,1
2025,3,2,218,212160,91,0,86,1
2025,3,2,218,141440,91,0,86,1
2025,2,2,247,202000,91,0,86,1
2025,2,2,247,80000,91,0,86,1
2025,3,2,333,179000,91,0,86,1
2025,3,2,333,119000,91,0,86,1
2025,3,2,114,180000,91,0,86,1
2025,3,2,114,90000,91,0,86,1
2025,3,2,28,130920,91,0,86,1
2025,3,2,28,87280,91,0,86,1
2025,3,2,322,264480,91,100,86,1
2025,3,2,322,145000,91,100,86,1
2025,3,2,218,213480,91,0,86,1
2025,3,2,218,142320,91,0,86,1
2025,3,2,119,151200,91,0,86,1
2025,3,2,119,100800,91,0,86,1
2025,3,2,247,234000,91,0,86,1
2025,3,2,247,117000,91,0,86,1
2025,3,2,218,200000,91,0,86,1
2025,3,2,218,146300,91,0,86,1
2025,2,2,247,142000,91,0,86,1
2025,2,2,247,142000,91,0,86,1
2025,3,2,247,184000,91,0,86,1
2025,2,2,206,129800,91,0,86,1
2025,2,2,206,86600,91,0,86,1
2025,2,2,197,165000,91,100,86,1
2025,2,2,197,105000,91,100,86,1
2025,0,2,197,166000,91,0,86,1
2025,0,2,197,63000,91,0,86,1
2025,3,2,116,132500,91,100,86,1
2025,3,2,116,74600,91,100,86,1
2025,3,2,197,215280,91,0,86,1
2025,3,2,197,244140,91,0,86,1
2025,3,2,231,223000,91,100,86,1
2025,3,2,231,185000,91,100,86,1
2025,3,2,45,175000,91,0,86,1
2025,3,2,45,140000,91,0,86,1
2025,2,2,319,192000,91,0,86,1
2025,2,2,319,160000,91,0,86,1
2025,2,2,319,192000,91,0,86,1
2025,2,2,319,160000,91,0,86,1
2025,3,2,319,225000,91,0,86,1
2025,3,2,319,160000,91,0,86,1
2025,3,2,319,192000,91,0,86,1
2025,3,2,319,160000,91,0,86,1
2025,3,2,319,254400,91,0,86,1
2025,3,2,319,212000,91,0,86,1
2025,2,2,247,240000,91,0,86,1
2025,2,2,98,45417,32,0,32,1
2025,2,2,98,38613,32,0,32,1
2025,0,2,98,79200,3,100,3,1
2025,0,2,98,24000,3,100,3,1
2025,0,2,98,79200,61,100,59,1
2025,0,2,98,24000,61,100,59,1
2025,0,2,98,79200,18,100,18,1
2025,0,2,98,24000,18,100,18,1
2025,0,2,98,52000,91,100,86,1
2025,0,2,98,40000,91,100,86,1
2025,2,2,198,254400,91,0,86,1
2025,2,2,198,212000,91,0,86,1
2025,2,2,302,255000,91,0,86,1
2025,2,2,302,176000,91,0,86,1
2025,2,2,197,247800,91,0,86,1
2025,3,2,319,225600,91,0,86,1
2025,3,2,319,160000,91,0,86,1
2025,2,2,319,192000,91,0,86,1
2025,2,2,319,160000,91,0,86,1
2025,3,2,319,78605,32,0,32,1
2025,3,2,319,58841,32,0,32,1
2025,3,2,319,78605,32,0,32,1
2025,3,2,319,58841,32,0,32,1
2025,2,2,298,49500,32,0,32,1
2025,2,2,298,42888,32,0,32,1
2025,3,2,319,300000,91,0,86,1
2025,3,2,319,196000,91,0,86,1
2025,3,2,319,220000,91,0,86,1
2025,3,2,319,160000,91,0,86,1
2025,3,2,197,150000,91,0,86,1
2025,2,2,247,315789,41,0,41,1
2025,2,2,247,263157,41,0,41,1
2025,3,2,28,172500,91,0,86,1
2025,3,2,28,138000,91,0,86,1
2025,2,2,299,52499,91,0,86,1
2025,2,2,299,48750,91,0,86,1
2025,0,2,66,80000,91,0,86,1
2025,0,2,66,70000,91,0,86,1
2025,3,2,8,83684,29,100,29,0
2025,3,2,231,296300,91,0,86,1
2025,3,2,231,166600,91,0,86,1
2025,3,2,197,150000,91,0,86,1
2025,3,2,197,114000,91,0,86,1
2025,3,2,247,196000,91,0,86,1
2025,3,2,247,148000,91,0,86,1
2025,3,2,167,124200,91,0,86,1
2025,3,2,167,91800,91,0,86,1
2025,3,2,319,234000,91,0,86,1
2025,3,2,319,117000,91,0,86,1
2025,3,2,114,160000,91,0,86,1
2025,3,2,114,130000,91,0,86,1
2025,2,2,231,300000,91,100,86,1
2025,2,2,231,140000,91,100,86,1
2025,3,2,231,309000,91,100,86,1
2025,3,2,231,161000,91,100,86,1
2025,2,2,231,300000,91,100,86,1
2025,2,2,231,140000,91,100,86,1
2025,3,2,301,284210,32,0,32,1
2025,3,2,301,236842,32,0,32,1
2025,3,2,301,280000,91,0,86,1
2025,3,2,302,280000,91,0,86,1
2025,3,2,302,284210,32,0,32,1
2025,3,2,302,236842,32,0,32,1
2025,2,2,162,128000,91,0,86,1
2025,2,2,162,96400,91,0,86,1
2025,2,2,162,128000,91,0,86,1
2025,2,2,162,96400,91,0,86,1
2025,2,2,162,128000,91,0,86,1
2025,2,2,162,96400,91,0,86,1
2025,2,2,162,128000,91,0,86,1
2025,2,2,162,96400,91,0,86,1
2025,2,2,162,128000,91,0,86,1
2025,2,2,162,96400,91,0,86,1
2025,3,2,257,250000,91,0,86,1
2025,3,2,257,160000,91,0,86,1
2025,3,2,162,232300,91,100,86,1
2025,3,2,162,159800,91,100,86,1
2025,3,2,162,209000,91,0,86,1
2025,3,2,162,94500,91,0,86,1
2025,3,2,162,288000,91,0,86,1
2025,3,2,162,209500,91,0,86,1
2025,3,2,162,253000,13,0,12,1
2025,3,2,162,184000,13,0,12,1
2025,3,2,162,288000,91,0,86,1
2025,3,2,162,209500,91,0,86,1
2025,3,2,162,253000,13,0,12,1
2025,3,2,162,184000,13,0,12,1
2025,3,2,162,288000,91,0,86,1
2025,3,2,162,209500,91,0,86,1
2025,3,2,162,253000,13,0,12,1
2025,3,2,162,184000,13,0,12,1
2025,3,2,162,288000,91,0,86,1
2025,3,2,162,209500,91,0,86,1
2025,3,2,162,253000,13,0,12,1
2025,3,2,162,184000,13,0,12,1
2025,2,2,162,160000,91,0,86,1
2025,2,2,162,136000,91,0,86,1
2025,3,2,162,84210,41,0,41,1
2025,3,2,162,53894,41,0,41,1
2025,3,2,114,280500,91,100,86,1
2025,3,2,114,229500,91,100,86,1
2025,2,2,114,120000,91,0,86,1
2025,2,2,114,90000,91,0,86,1
2025,3,2,257,250000,91,0,86,1
2025,3,2,257,170000,91,0,86,1
2025,2,2,120,189240,32,0,32,1
2025,2,2,120,146518,32,0,32,1
2025,3,2,319,203300,91,100,86,1
2025,3,2,319,162600,91,100,86,1
2025,3,2,257,250000,91,0,86,1
2025,3,2,257,160000,91,0,86,1
2025,0,2,264,73684,64,0,62,1
2025,0,2,264,52631,64,0,62,1
2025,0,2,98,153000,91,0,86,1
2025,0,2,98,126000,91,0,86,1
2025,3,2,30,107833,13,0,12,1
2025,3,2,30,87300,13,0,12,1
2025,2,2,175,90000,91,0,86,1
2025,2,2,175,70000,91,0,86,1
2025,3,2,231,289460,91,0,86,1
2025,3,2,231,238520,91,0,86,1
2025,3,2,231,289460,91,0,86,1
2025,3,2,231,238520,91,0,86,1
2025,3,2,231,135000,91,100,86,1
2025,3,2,231,125000,91,100,86,1
2025,3,2,231,135000,91,100,86,1
2025,3,2,231,125000,91,100,86,1
2025,3,2,231,135000,91,100,86,1
2025,3,2,231,125000,91,100,86,1
2025,3,2,231,135000,91,100,86,1
2025,3,2,231,125000,91,100,86,1
2025,2,2,319,170000,91,0,86,1
2025,2,2,319,120000,91,0,86,1
2025,3,2,257,250000,91,0,86,1
2025,3,2,257,160000,91,0,86,1
2025,3,2,197,181125,91,0,86,1
2025,3,2,197,144900,91,0,86,1
2025,3,2,247,201825,91,0,86,1
2025,3,2,247,134550,91,0,86,1
2025,3,2,197,316500,91,100,86,1
2025,3,2,197,143100,91,100,86,1
2025,1,2,199,180000,91,0,86,1
2025,1,2,197,220000,91,0,86,1
2025,1,2,197,180000,91,0,86,1
2025,3,0,197,100000,91,100,86,1
2025,3,0,197,20000,91,100,86,1
2025,2,0,197,100000,91,100,86,1
2025,2,0,197,20000,91,100,86,1
2025,3,0,40,100000,91,100,86,1
2025,3,0,40,20000,91,100,86,1
2025,2,2,294,165000,91,0,86,1
2025,2,2,294,155000,91,0,86,1
2025,2,2,319,130000,91,0,86,1
2025,2,2,319,85000,91,0,86,1
2024,2,2,38,32075,32,50,32,0
2025,1,2,23,300000,91,100,86,1
2025,1,2,23,260000,91,100,86,1
2025,1,2,23,280000,91,100,86,1
2025,1,2,23,260000,91,100,86,1
2025,0,2,98,137000,91,0,86,1
2025,0,2,98,60400,91,0,86,1
2025,2,2,69,113000,91,0,86,1
2025,2,2,69,68000,91,0,86,1
2025,2,2,69,45569,32,0,32,1
2025,2,2,69,45569,32,0,32,1
2025,3,2,69,181896,91,0,86,1
2025,3,2,69,110240,91,0,86,1
2025,2,2,69,115000,91,100,86,1
2025,2,2,69,75000,91,100,86,1
2025,3,2,0,230000,91,0,86,1
2025,3,2,0,170000,91,0,86,1
2025,2,2,284,230000,91,0,86,1
2025,2,2,284,180000,91,0,86,1
2025,2,2,231,157000,13,100,12,1
2025,2,2,231,105000,13,100,12,1
2025,0,2,319,237100,91,0,86,1
2025,0,2,319,111100,91,0,86,1
2025,3,2,284,208000,91,100,86,1
2025,2,2,162,212800,91,0,86,0
2025,2,2,162,125500,91,0,86,0
2025,2,2,167,52000,91,0,86,1
2025,2,2,167,50000,91,0,86,1
2025,0,2,167,77900,91,0,86,1
2025,0,2,167,56600,91,0,86,1
2025,0,2,167,69200,91,0,86,1
2025,0,2,167,50300,91,0,86,1
2025,2,2,167,69000,91,0,86,1
2025,2,2,167,53000,91,0,86,1
2025,2,2,167,46000,91,100,86,1
2025,2,2,167,36000,91,100,86,1
2025,2,2,167,78555,91,0,86,1
2025,2,2,167,60400,91,0,86,1
2025,2,2,167,95074,91,0,86,1
2025,2,2,167,64479,91,0,86,1
2025,0,2,167,29090,5,0,5,1
2025,0,2,167,29090,5,0,5,1
2025,1,2,247,180000,91,0,86,1
2025,1,2,247,140000,91,0,86,1
2025,0,2,154,119132,6,0,6,1
2025,0,2,154,110073,6,0,6,1
2025,1,2,154,145440,91,0,86,1
2025,1,2,154,96960,91,0,86,1
2025,3,2,156,157560,91,100,86,1
2025,3,2,156,105040,91,100,86,1
2025,2,2,197,121900,91,0,86,1
2025,2,2,197,67300,91,0,86,1
2025,3,2,154,200200,91,0,86,1
2025,3,2,154,92500,91,0,86,1
2025,1,2,158,185000,91,100,86,1
2025,1,2,158,110000,91,100,86,1
2025,3,2,197,121400,91,100,86,1
2025,3,2,197,89000,91,100,86,1
2025,2,2,140,141000,91,0,86,1
2025,2,2,140,113000,91,0,86,1
2025,3,2,137,203000,91,0,86,1
2025,3,2,137,89000,91,0,86,1
2025,3,2,247,171600,13,0,12,1
2025,3,2,247,92400,13,0,12,1
2025,2,2,247,138600,13,0,12,1
2025,2,2,247,74800,13,0,12,1
2025,3,2,222,131500,91,0,86,1
2025,3,2,222,77500,91,0,86,1
2025,3,2,284,124400,91,0,86,1
2025,3,2,284,99100,91,0,86,1
2025,2,2,140,104200,91,0,86,1
2025,2,2,140,78100,91,0,86,1
2025,0,2,132,162000,91,0,86,1
2025,0,2,132,130000,91,0,86,1
2025,0,2,132,85000,91,0,86,1
2025,0,2,132,78000,91,0,86,1
2025,2,2,140,60600,32,0,32,1
2025,2,2,140,50945,32,0,32,1
2025,3,2,140,133900,91,0,86,1
2025,3,2,140,80300,91,0,86,1
2025,2,2,42,219700,91,100,86,1
2025,2,2,42,139600,91,100,86,1
2025,3,2,140,153925,91,100,86,1
2025,3,2,140,85150,91,100,86,1
2025,3,2,139,93000,91,0,86,1
2025,3,2,139,83700,91,0,86,1
2025,2,2,247,166700,91,0,86,1
2025,2,2,247,132800,91,0,86,1
2025,3,2,197,182000,91,0,86,1
2025,3,2,197,143000,91,0,86,1
2025,2,2,139,123000,91,0,86,1
2025,2,2,139,54000,91,0,86,1
2025,3,2,140,188825,91,100,86,1
2025,3,2,140,137300,91,100,86,1
2025,2,2,139,133300,91,0,86,1
2025,2,2,139,66700,91,0,86,1
2025,0,2,132,90280,91,0,86,1
2025,0,2,132,40380,91,0,86,1
2025,3,2,140,219200,91,0,86,1
2025,3,2,140,115000,91,0,86,1
2025,0,2,132,140000,91,0,86,1
2025,0,2,132,72500,91,0,86,1
2025,3,2,40,162400,91,0,86,1
2025,3,2,40,95600,91,0,86,1
2025,2,2,140,123000,91,0,86,1
2025,2,2,140,54000,91,0,86,1
2025,2,2,42,90000,91,100,86,1
2025,2,2,42,66000,91,100,86,1
2025,3,2,301,300000,91,0,86,1
2025,3,2,301,130500,91,0,86,1
2025,2,2,247,131229,64,0,62,1
2025,2,2,247,83065,64,0,62,1
2025,2,2,139,93000,91,0,86,1
2025,2,2,139,62000,91,0,86,1
2025,3,2,40,240600,91,100,86,1
2025,3,2,40,177800,91,100,86,1
2025,2,2,140,90496,91,0,86,1
2025,2,2,140,77868,91,0,86,1
2025,3,2,140,140000,91,0,86,1
2025,3,2,140,110000,91,0,86,1
2025,3,2,319,194805,91,0,86,1
2025,3,2,319,129935,91,0,86,1
2025,3,2,140,185900,91,0,86,1
2025,3,2,140,128200,91,0,86,1
2025,3,2,109,290000,91,0,86,1
2025,3,2,109,235000,91,0,86,1
2025,3,2,109,223400,91,0,86,1
2025,3,2,109,109200,91,0,86,1
2025,3,2,109,176150,91,0,86,1
2025,3,2,109,112700,91,0,86,1
2025,3,2,109,196000,91,0,86,1
2025,3,2,109,142000,91,0,86,1
2025,3,2,109,330504,91,0,86,1
2025,3,2,109,194862,91,0,86,1
2025,3,2,109,250000,91,0,86,1
2025,3,2,109,284887,91,0,86,1
2025,3,2,109,210569,91,0,86,1
2025,3,2,109,198300,91,0,86,1
2025,3,2,109,94400,91,0,86,1
2025,3,2,109,228380,91,0,86,1
2025,3,2,109,130530,91,0,86,1
2025,3,2,109,193000,91,0,86,1
2025,3,2,109,84600,91,0,86,1
2025,3,2,109,306500,91,0,86,1
2025,3,2,109,160700,91,0,86,1
2025,3,2,109,135000,91,0,86,1
2025,3,2,109,92000,91,0,86,1
2025,3,2,109,168000,91,0,86,1
2025,3,2,109,106000,91,0,86,1
2025,3,2,109,250000,91,100,86,1
2025,3,2,109,124000,91,100,86,1
2025,3,2,162,235560,91,0,86,1
2025,3,2,162,157040,91,0,86,1
2025,3,2,319,322784,32,0,32,1
2025,3,2,319,320000,91,0,86,1
2025,3,2,319,200000,91,0,86,1
2025,3,2,319,136000,91,0,86,1
2025,3,2,319,261500,91,0,86,0
2025,3,2,319,151300,91,0,86,0
2025,3,2,331,216000,91,0,86,1
2025,3,2,331,135000,91,0,86,1
2025,2,2,197,185000,91,0,86,1
2025,2,2,197,84000,91,0,86,1
2025,2,2,319,210600,91,100,86,1
2025,2,2,319,104200,91,100,86,1
2025,3,2,40,232300,91,100,86,1
2025,3,2,40,137900,91,100,86,1
2025,2,2,188,175000,91,100,86,1
2025,2,2,188,150000,91,100,86,1
2025,3,2,247,240300,91,0,86,1
2025,3,2,247,175500,91,0,86,1
2025,3,2,30,222480,91,0,86,1
2025,3,2,30,92700,91,0,86,1
2025,3,2,197,253000,91,0,86,1
2025,3,2,197,187000,91,0,86,1
2025,3,2,318,236900,91,0,86,1
2025,3,2,318,118450,91,0,86,1
2025,3,2,319,180000,91,0,86,1
2025,3,2,319,90000,91,0,86,1
2025,0,2,319,105000,91,0,86,1
2025,0,2,319,85000,91,0,86,1
2025,3,2,319,230000,91,0,86,1
2025,3,2,319,135000,91,0,86,1
2025,3,2,40,278000,91,100,86,1
2025,3,2,40,137000,91,100,86,1
2025,2,2,197,140000,91,0,86,1
2025,2,2,197,125000,91,0,86,1
2025,3,2,319,200000,91,0,86,1
2025,3,2,319,136000,91,0,86,1
2025,3,2,322,265080,91,0,86,1
2025,3,2,322,176720,91,0,86,1
2025,2,2,284,201000,91,0,86,1
2025,2,2,284,142000,91,0,86,1
2025,3,2,247,193000,91,0,86,1
2025,3,2,247,84600,91,0,86,1
2025,2,2,304,103500,91,0,86,1
2025,2,2,304,92000,91,0,86,1
2025,2,2,304,103500,91,0,86,1
2025,2,2,304,92000,91,0,86,1
2025,2,2,304,103500,91,0,86,1
2025,2,2,304,92000,91,0,86,1
2025,2,2,304,103500,91,0,86,1
2025,2,2,304,92000,91,0,86,1
2025,2,2,39,223400,91,0,86,0
2025,2,2,39,136000,91,0,86,0
2025,2,2,318,192300,91,0,86,0
2025,2,2,318,95680,91,0,86,0
2025,2,2,49,110000,91,0,86,1
2025,2,2,49,70000,91,0,86,1
2025,3,2,30,215000,91,0,86,1
2025,3,2,30,165000,91,0,86,1
2025,2,2,98,110000,91,100,86,1
2025,2,2,98,90000,91,100,86,1
2025,2,2,98,168000,91,0,86,1
2025,2,2,98,112000,91,0,86,1
2025,0,2,98,125130,91,0,86,1
2025,0,2,98,98140,91,0,86,1
2025,0,2,98,97365,6,0,6,1
2025,0,2,98,90263,6,0,6,1
2025,0,2,98,160000,91,100,86,1
2025,0,2,98,140000,91,100,86,1
2025,3,2,98,112200,13,0,12,1
2025,3,2,98,82000,13,0,12,1
2025,3,2,98,144699,91,0,86,1
2025,3,2,98,125822,91,0,86,1
2025,3,2,98,76844,91,0,86,1
2025,3,2,98,57107,91,0,86,1
2025,3,2,98,218900,91,0,86,1
2025,3,2,98,175100,91,0,86,1
2025,3,2,98,140000,91,0,86,1
2025,3,2,98,110000,91,0,86,1
2025,3,2,98,125000,91,0,86,1
2025,3,2,98,110000,91,0,86,1
2025,0,2,98,108463,13,0,12,1
2025,0,2,98,84813,13,0,12,1
2025,2,2,42,216850,91,0,86,1
2025,2,2,42,153200,91,0,86,1
2025,0,2,98,137000,91,0,86,1
2025,0,2,98,60400,91,0,86,1
2025,2,2,98,93600,91,100,86,1
2025,2,2,98,50400,91,100,86,1
2025,3,2,98,140000,91,0,86,1
2025,3,2,98,80000,91,0,86,1
2025,3,0,98,140000,91,0,86,1
2025,3,0,98,120000,91,0,86,1
2025,3,2,98,183500,91,0,86,1
2025,3,2,98,133400,91,0,86,1
2025,2,2,106,135000,91,0,86,1
2025,2,2,106,80000,91,0,86,1
2025,2,2,106,135000,91,0,86,1
2025,2,2,106,80000,91,0,86,1
2025,0,2,98,105000,91,100,86,1
2025,0,2,98,100000,91,100,86,1
2025,0,2,98,120000,91,0,86,1
2025,0,2,98,90000,91,0,86,1
2025,0,2,98,131000,91,100,86,1
2025,0,2,98,55000,91,100,86,1
2025,1,2,30,150000,91,0,86,1
2025,1,2,30,120000,91,0,86,1
2025,3,2,30,36842,31,0,31,1
2025,3,2,30,30526,31,0,31,1
2025,3,2,98,158227,32,0,32,1
2025,3,2,98,126582,32,0,32,1
2025,0,2,98,120000,91,0,86,1
2025,0,2,98,61896,91,0,86,1
2025,0,2,98,179000,91,0,86,1
2025,0,2,98,112000,91,0,86,1
2025,2,2,98,168700,91,100,86,1
2025,2,2,98,83300,91,100,86,1
2025,0,2,98,73000,91,0,86,1
2025,0,2,98,67000,91,0,86,1
2025,1,2,98,144600,91,0,86,1
2025,1,2,98,96400,91,0,86,1
2025,3,2,107,150700,91,0,86,1
2025,3,2,107,75300,91,0,86,1
2025,0,2,98,100000,91,0,86,1
2025,0,2,98,90000,91,0,86,1
2025,0,2,98,35000,91,0,86,1
2025,0,2,98,32000,91,0,86,1
2025,3,2,103,145537,91,100,86,1
2025,3,2,103,119076,91,100,86,1
2025,0,2,98,80860,91,0,86,1
2025,0,2,98,65164,91,0,86,1
2025,0,2,98,44303,32,0,32,1
2025,0,2,98,37974,32,0,32,1
2025,3,2,98,113000,91,0,86,1
2025,3,2,98,67000,91,0,86,1
2025,0,2,98,267600,91,0,86,1
2025,0,2,98,125900,91,0,86,1
2025,2,2,42,147500,91,0,86,1
2025,2,2,42,100000,91,0,86,1
2025,3,2,98,112700,91,0,86,1
2025,3,2,98,65900,91,0,86,1
2025,0,2,98,91000,13,0,12,1
2025,0,2,98,54000,13,0,12,1
2025,0,2,98,172000,91,0,86,1
2025,0,2,98,75600,91,0,86,1
2025,0,2,98,137000,91,0,86,1
2025,0,2,98,60400,91,0,86,1
2025,0,2,98,153000,91,100,86,1
2025,0,2,98,120000,91,100,86,1
2025,2,2,247,186000,91,100,86,1
2025,2,2,247,136000,91,100,86,1
2025,3,2,98,109700,91,0,86,1
2025,3,2,98,57798,91,0,86,1
2025,2,2,98,58000,91,0,86,1
2025,2,2,98,55000,91,0,86,1
2025,0,2,98,120000,91,0,86,1
2025,0,2,98,95000,91,0,86,1
2025,0,2,98,120000,91,0,86,1
2025,0,2,98,95000,91,0,86,1
2025,2,2,247,115000,91,0,86,1
2025,2,2,247,95000,91,0,86,1
2025,0,2,98,80000,91,100,86,1
2025,0,2,98,70000,91,100,86,1
2025,0,2,98,179000,91,0,86,1
2025,0,2,98,112000,91,0,86,1
2025,2,2,106,77880,91,0,86,1
2025,2,2,106,63323,91,0,86,1
2025,0,2,98,125000,91,0,86,1
2025,0,2,98,110000,91,0,86,1
2025,3,2,98,125000,91,0,86,1
2025,3,2,98,110000,91,0,86,1
2025,0,2,98,70000,91,0,86,1
2025,0,2,98,65000,91,0,86,1
2025,0,2,98,65000,91,100,86,1
2025,0,2,98,60000,91,100,86,1
2025,3,2,98,140000,91,0,86,1
2025,3,2,98,80000,91,0,86,1
2025,2,2,102,85000,91,0,86,1
2025,2,2,102,60000,91,0,86,1
2025,0,2,98,80000,91,0,86,1
2025,0,2,98,65000,91,0,86,1
2025,2,2,247,155000,91,0,86,1
2025,2,2,247,80000,91,0,86,1
2025,3,2,98,54736,22,0,22,1
2025,3,2,98,50526,22,0,22,1
2025,2,2,30,115000,91,0,86,1
2025,2,2,30,95000,91,0,86,1
2025,2,2,247,232000,91,0,86,1
2025,2,2,247,100000,91,0,86,1
2025,3,2,98,123700,91,100,86,1
2025,3,2,98,68700,91,100,86,1
2025,0,2,98,154700,91,100,86,1
2025,0,2,98,86000,91,100,86,1
2025,2,2,98,99000,91,100,86,1
2025,2,2,98,55100,91,100,86,1
2025,2,2,98,99000,91,100,86,1
2025,2,2,98,55100,91,100,86,1
2025,3,2,98,123700,91,100,86,1
2025,3,2,98,68700,91,100,86,1
2025,3,2,98,96040,91,100,86,1
2025,3,2,98,61360,91,100,86,1
2025,2,2,98,98300,91,0,86,1
2025,2,2,98,65500,91,0,86,1
2025,0,2,98,137000,91,0,86,1
2025,0,2,98,60300,91,0,86,1
2025,3,2,247,220300,91,0,86,1
2025,3,2,247,175500,91,0,86,1
2025,2,2,247,100000,91,0,86,1
2025,2,2,247,61046,91,0,86,1
2025,3,2,319,237000,91,0,86,1
2025,3,2,319,202700,91,0,86,1
2025,3,2,319,237000,91,0,86,1
2025,3,2,319,202700,91,0,86,1
2025,3,2,319,250800,91,0,86,1
2025,3,2,319,167200,91,0,86,1
2025,3,2,4,180000,91,0,86,1
2025,3,2,4,140000,91,0,86,1
2025,3,2,319,286000,91,0,86,1
2025,3,2,319,143000,91,0,86,1
2025,3,2,162,294000,91,0,86,1
2025,3,2,162,137600,91,0,86,1
2025,3,2,162,293800,91,0,86,1
2025,3,2,162,165500,91,0,86,1
2025,3,2,162,278900,91,0,86,1
2025,3,2,162,157000,91,0,86,1
2025,2,2,162,150000,91,0,86,1
2025,2,2,162,100000,91,0,86,1
2025,0,2,162,208800,91,0,86,1
2025,0,2,162,98300,91,0,86,1
2025,3,2,162,294000,91,0,86,1
2025,3,2,162,137600,91,0,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,0,86,1
2025,3,2,162,110000,91,0,86,1
2025,3,2,162,160000,91,0,86,1
2025,3,2,162,110000,91,0,86,1
2025,3,2,162,160000,91,0,86,1
2025,3,2,162,110000,91,0,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,0,86,1
2025,3,2,162,110000,91,0,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
2025,3,2,162,110000,91,100,86,1
2025,3,2,162,160000,91,100,86,1
